alpha_id,expression,settings_json,region,universe,delay,neutralization,decay,truncation,sharpe,fitness,turnover,returns,drawdown,margin,date_created,new_alpha_id,resim_status
xAeJ8ZQw,"(group_rank(operating_expense/cap, sector)-0.5)*0.75+(-rank(ts_delta(close, 2)))*0.25","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,1.3,1.37,0.1394,0.1555,0.1674,0.002231,2026-07-03T13:25:51Z,,SKIP:below_threshold
xAeMoAeq,"(group_rank(operating_income/cap, subindustry)-0.5)*0.7+(-rank(ts_delta(close, 10)))*0.3","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 2, ""neutralization"": ""SUBINDUSTRY"", ""truncation"": 0.04, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,SUBINDUSTRY,2,0.04,1.29,1.18,0.1196,0.104,0.11,0.00174,2026-07-03T13:25:51Z,,SKIP:below_threshold
xAeMrRpN,"(group_rank(ebitda_reported_value/cap, subindustry)-0.5)*0.7+(-rank(ts_delta(close, 21)))*0.3","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 2, ""neutralization"": ""SUBINDUSTRY"", ""truncation"": 0.04, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,SUBINDUSTRY,2,0.04,1.25,1.12,0.0918,0.1011,0.088,0.002202,2026-07-03T13:25:51Z,,SKIP:below_threshold
xAeZ50QJ,"(group_neutralize(ts_rank(vwap/close, 126)-0.5, sector))*rank(ts_mean(volume, 63)/adv20)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,2.18,1.01,0.8233,0.1782,0.0913,0.000433,2026-07-03T13:25:51Z,,SKIP:below_threshold
xAeZEG2b,"(group_rank(vwap/close, sector)-0.5)*rank(ts_mean(volume, 126)/adv20)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,2.06,1.01,0.849,0.2028,0.0841,0.000478,2026-07-03T13:25:51Z,,SKIP:below_threshold
xAeaZWlN,"(group_rank(fnd6_newa1v1300_ebitda/cap, industry)-0.5)*0.7+(-rank(ts_delta(close, 10)))*0.3","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 1, ""neutralization"": ""INDUSTRY"", ""truncation"": 0.045, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,INDUSTRY,1,0.045,1.25,1.18,0.1587,0.1419,0.1324,0.001789,2026-07-03T13:25:51Z,,SKIP:below_threshold
xAeaoxkb,"(group_rank(anl4_ebitda_value/cap, subindustry)-0.5)*0.7+(-rank(ts_delta(close, 10)))*0.3","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 1, ""neutralization"": ""SUBINDUSTRY"", ""truncation"": 0.045, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,SUBINDUSTRY,1,0.045,1.4,1.17,0.1607,0.1126,0.0866,0.001402,2026-07-03T13:25:51Z,22aFfU6A44Ry9abHBYsaUa7,DONE
xAed26wn,"((group_rank(ts_delta(capex_to_total_assets, 252)/cap, industry)-0.5)+(-rank(ts_delta(close, 2)))*0.20)*rank(ts_mean(volume, 63)/(1+adv20))","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""INDUSTRY"", ""truncation"": 0.035, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,INDUSTRY,4,0.035,1.99,1.74,0.1082,0.0951,0.0466,0.001758,2026-07-03T13:25:51Z,1a84NdbQ84q4cEEEPnas95J,DONE
xAen10vn,"(group_rank(ts_delta(capex_to_total_assets, 126)/cap, sector)-0.5)*0.7+(-rank(ts_delta(close, 2)))*0.3","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""SECTOR"", ""truncation"": 0.035, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,SECTOR,4,0.035,1.92,1.43,0.1713,0.0952,0.0326,0.001111,2026-07-03T13:25:51Z,3r3XAQ8C24rJczU1htgGok4z,DONE
xAenexVg,"(group_rank(ts_delta(capex_to_total_assets, 252)/cap, industry)-0.5)*0.75+(-rank(ts_delta(close, 42)))*0.25","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 2, ""neutralization"": ""INDUSTRY"", ""truncation"": 0.04, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,INDUSTRY,2,0.04,2.0,1.71,0.0648,0.0917,0.0407,0.002831,2026-07-03T13:25:51Z,4axY3hcVj4pjbhZ1aO1eKtcT,DONE
xAenezpm,"(group_rank(ts_delta(capex_to_total_assets, 252)/cap, industry)-0.5)*0.75+(-rank(ts_delta(close, 21)))*0.25","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 8, ""neutralization"": ""INDUSTRY"", ""truncation"": 0.045, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,INDUSTRY,8,0.045,1.86,1.54,0.0461,0.0861,0.0351,0.00374,2026-07-03T13:25:51Z,1d4KomdZc4ID9H29dhdBlZ2,DONE
xAenjYQn,"(group_rank(ts_delta(capex_to_total_assets, 252)/cap, industry)-0.5)+(-rank(ts_delta(close, 42)))*0.25","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 2, ""neutralization"": ""INDUSTRY"", ""truncation"": 0.04, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,INDUSTRY,2,0.04,1.97,1.64,0.0569,0.087,0.0406,0.003058,2026-07-03T13:25:51Z,4a1x6d2K55jobOFXxmcfLUp,DONE
xAennZbw,"(group_rank(ts_delta(capex_to_total_assets, 252)/cap, subindustry)-0.5)+(-rank(ts_delta(close, 63)))*0.30","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""SUBINDUSTRY"", ""truncation"": 0.035, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,SUBINDUSTRY,4,0.035,1.83,1.35,0.0461,0.0683,0.0553,0.002963,2026-07-03T13:25:51Z,2uZ3zl9t957Ubs0fVkPHCbv,DONE
xAenwjLm,"(group_rank(ts_delta(capex_to_total_assets, 252)/cap, industry)-0.5)*0.70+(-rank(ts_delta(close, 63)))*0.30","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 10, ""neutralization"": ""INDUSTRY"", ""truncation"": 0.04, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,INDUSTRY,10,0.04,1.81,1.51,0.0357,0.0872,0.0593,0.00489,2026-07-03T13:25:51Z,2ulyPj9A84vYc427yCnnU40,DONE
xAeo0oen,"(group_rank(ts_delta(ebitda,252)/cap,sector)-0.5)*0.7+(ts_rank(vwap/close,126)-0.5)*0.3","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 5, ""neutralization"": ""SUBINDUSTRY"", ""truncation"": 0.035, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,SUBINDUSTRY,5,0.035,1.43,1.17,0.1242,0.0832,0.0836,0.001339,2026-07-03T13:25:51Z,,SKIP:below_threshold
xAeqAb8N,"(group_rank(operating_expense/cap, subindustry)-0.5)*0.7+(-rank(ts_delta(close, 2)))*0.3","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 0, ""neutralization"": ""SUBINDUSTRY"", ""truncation"": 0.06, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,SUBINDUSTRY,0,0.06,1.53,1.03,0.2955,0.135,0.1448,0.000914,2026-07-03T13:25:51Z,4rBdwvbS64HY8AFL0LmNYT,DONE
xAexVR5q,"(group_rank(total_assets_amount/cap, subindustry)-0.5)*0.7+(-rank(ts_delta(close, 2)))*0.3","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""SUBINDUSTRY"", ""truncation"": 0.035, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,SUBINDUSTRY,4,0.035,1.31,1.14,0.1292,0.098,0.1014,0.001517,2026-07-03T13:25:51Z,,SKIP:below_threshold
zq51xYKo,"((group_rank(anl4_ebitda_value/cap, subindustry)-0.5)*0.7+(-rank(ts_delta(close, 2)))*0.3)*0.80+(-rank(ts_delta(close, 2)))*0.20","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 1, ""neutralization"": ""SUBINDUSTRY"", ""truncation"": 0.045, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,SUBINDUSTRY,1,0.045,1.9,1.03,0.5008,0.1474,0.0964,0.000589,2026-07-03T13:25:51Z,XFBoedKs4ZUaMRIEpVFErj,DONE
zq59gjnd,"(group_rank(operating_expense/cap, industry)-0.5)*0.7+(-rank(ts_delta(close, 2)))*0.3","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""INDUSTRY"", ""truncation"": 0.035, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,INDUSTRY,4,0.035,1.33,1.27,0.1559,0.1412,0.1768,0.001811,2026-07-03T13:25:51Z,,SKIP:below_threshold
zq5EA3Y8,"group_neutralize(ts_zscore(ebitda_reported_value/cap,252)*rank(ts_mean(volume,126)/adv20),subindustry)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 8, ""neutralization"": ""SUBINDUSTRY"", ""truncation"": 0.035, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,SUBINDUSTRY,8,0.035,1.37,1.04,0.0855,0.0717,0.0641,0.001676,2026-07-03T13:25:51Z,,SKIP:below_threshold
zq5LO3aO,"(group_rank(ts_delta(fnd6_newa1v1300_ebitda,252)/cap,sector)-0.5)*0.7+(ts_rank(vwap/close,126)-0.5)*0.3","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 5, ""neutralization"": ""SUBINDUSTRY"", ""truncation"": 0.035, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,SUBINDUSTRY,5,0.035,1.43,1.16,0.1238,0.0817,0.0825,0.001319,2026-07-03T13:25:51Z,,SKIP:below_threshold
zq5RVKEE,"group_neutralize(ts_mean(((group_rank(ts_delta(capex_to_total_assets, 252)/cap, industry)-0.5)*0.70+(-rank(ts_delta(close, 2)))*0.30), 63), sector)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""SECTOR"", ""truncation"": 0.035, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,SECTOR,4,0.035,1.68,1.44,0.0173,0.0918,0.0625,0.010615,2026-07-03T13:25:51Z,3ZPZ098UG5kfa9KOIF6Viyv,DONE
zq5VEazR,"(group_rank(vwap/close, sector)-0.5)*rank(ts_mean(volume, 126)/(1+adv20))","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,2.05,1.0,0.8483,0.2026,0.0834,0.000478,2026-07-03T13:25:51Z,,SKIP:below_threshold
zq5WAnxV,"(group_rank(ts_delta(capex_to_total_assets, 252)/cap, industry)-0.5)+(-rank(ts_delta(close, 2)))*0.25","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""INDUSTRY"", ""truncation"": 0.035, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,INDUSTRY,4,0.035,2.1,1.83,0.0988,0.0951,0.0374,0.001924,2026-07-03T13:25:51Z,1p3RLFaMt4jdb2317xGO4hEH,DONE
zq5WO9VO,"(group_rank(ts_delta(capex_to_total_assets, 252)/cap, subindustry)-0.5)*0.80+(-rank(ts_delta(close, 2)))*0.20","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""SUBINDUSTRY"", ""truncation"": 0.035, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,SUBINDUSTRY,4,0.035,1.98,1.54,0.0914,0.0756,0.0344,0.001655,2026-07-03T13:25:51Z,10CzZGdKu57h9I5LvNCjNyG,DONE
zq5WWomd,"(group_rank(ts_delta(capex_to_total_assets, 252)/cap, industry)-0.5)+(-rank(ts_delta(close, 42)))*0.25","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""INDUSTRY"", ""truncation"": 0.035, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,INDUSTRY,4,0.035,1.93,1.6,0.0441,0.0854,0.0412,0.003875,2026-07-03T13:25:51Z,,FAIL:poll_timeout
zq5WXxZ1,"(group_rank(ts_delta(capex_to_total_assets, 252)/cap, industry)-0.5)*0.70+(-rank(ts_delta(close, 42)))*0.30","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 2, ""neutralization"": ""INDUSTRY"", ""truncation"": 0.04, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,INDUSTRY,2,0.04,1.99,1.75,0.0736,0.0965,0.0421,0.002622,2026-07-03T13:25:51Z,SJiXt5EU4X09qP1eoaHQzJv,DONE
zq5WovkR,"(group_rank(ts_delta(capex_to_total_assets, 252)/cap, subindustry)-0.5)*0.70+(-rank(ts_delta(close, 42)))*0.30","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 8, ""neutralization"": ""SUBINDUSTRY"", ""truncation"": 0.045, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,SUBINDUSTRY,8,0.045,1.85,1.42,0.0439,0.0738,0.0454,0.00336,2026-07-03T13:25:51Z,2VWomugxj4va9wNDDvtTqYs,DONE
zq5akdoK,"(group_rank(ts_delta(capex_to_total_assets, 252)/cap, industry)-0.5)+(-rank(ts_delta(close, 2)))*0.18","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 8, ""neutralization"": ""INDUSTRY"", ""truncation"": 0.045, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,INDUSTRY,8,0.045,1.88,1.55,0.0482,0.0851,0.039,0.003531,2026-07-03T13:25:51Z,3ODUqS9Zo59Pbq0uXRO41l6,DONE
zq5lpnYK,"(group_rank(anl4_ebitda_value/cap, sector)-0.5)+(-rank(ts_delta(close, 5)))*0.3","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,1.35,1.41,0.0888,0.1362,0.1107,0.003067,2026-07-03T13:25:51Z,,SKIP:below_threshold
zqOXKZPo,"group_rank(ts_delta(mdl177_growthanalystmodel_qga_epscapex_alt, 42)/cap, sector)-0.5","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,1.59,1.39,0.0981,0.0953,0.0589,0.001943,2026-07-03T13:25:51Z,1G149S7Bu567bsgsaWEaDu3,DONE
zqOa0bj1,"group_neutralize(ts_mean(((group_rank(ts_delta(capex_to_total_assets, 252)/cap, subindustry)-0.5)+(-rank(ts_delta(close, 2)))*0.20), 126), sector)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,1.46,1.2,0.0134,0.0844,0.0881,0.012635,2026-07-03T13:25:51Z,,SKIP:below_threshold
zqOaonP1,"group_neutralize(ts_mean(((group_rank(ts_delta(capex_to_total_assets, 252)/cap, industry)-0.5)*0.75+(-rank(ts_delta(close, 2)))*0.25), 252), sector)","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,1.48,1.33,0.0127,0.1014,0.1063,0.015931,2026-07-03T13:25:51Z,,SKIP:below_threshold
zqOwbqZ1,"((group_rank(ts_delta(capex_to_total_assets, 252)/cap, industry)-0.5)+(-rank(ts_delta(close, 21)))*0.25)*rank(ts_mean(volume, 126)/(1+adv20))","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 4, ""neutralization"": ""MARKET"", ""truncation"": 0.05, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,MARKET,4,0.05,1.57,1.38,0.0747,0.0964,0.0647,0.002582,2026-07-03T13:25:51Z,,SKIP:below_threshold
0meNlOYG,"group_rank(min_adjusted_net_income_guidance, subindustry)-0.5","{""instrumentType"": ""EQUITY"", ""region"": ""USA"", ""universe"": ""TOP3000"", ""delay"": 1, ""decay"": 0, ""neutralization"": ""SUBINDUSTRY"", ""truncation"": 0.0800003, ""pasteurization"": ""ON"", ""unitHandling"": ""VERIFY"", ""nanHandling"": ""ON"", ""maxTrade"": ""OFF"", ""maxPosition"": ""OFF"", ""language"": ""FASTEXPR"", ""visualization"": false, ""startDate"": ""2019-01-01"", ""endDate"": ""2023-12-31""}",USA,TOP3000,1,SUBINDUSTRY,0,0.0800003,1.53,1.16,0.0106,0.0716,0.0428,0.013565,2026-07-03T13:25:52Z,,SKIP:below_threshold
