index,alpha_id,status,queue_status,check_passed,check_note,expression,profile,sharpe,fitness,turnover,returns,drawdown,metric_gate_pass,platform_non_self_pass,self_correlation_status,submission_candidate,platform_pass_evidence,platform_gate_reason,pass_proxy_reason,blocked_reason,simulation_id,failure_reasons
1150,JjbWYK0x,unsubmitted,needs_recheck,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"group_neutralize(ts_mean((group_rank(ts_delta(mdl177_2_growthanalystmodel_qga_epscapex, 42)/cap, market)-0.5), 63), sector)",near_pass_variant:primary,1.53,1.44,0.0263,0.1113,0.0651,True,True,PENDING,True,,LOW_SHARPE:PASS:1.53/1.25; LOW_FITNESS:PASS:1.44/1.0; LOW_TURNOVER:PASS:0.0263/0.01; HIGH_TURNOVER:PASS:0.0263/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.2/0.66; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.53 > 1.25; Fitness 1.44 > 1.0; Turnover 2.63% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,4xOxmav64OfcolY2mjXlry,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.53/1.25; LOW_FITNESS:PASS:1.44/1.0; LOW_TURNOVER:PASS:0.0263/0.01; HIGH_TURNOVER:PASS:0.0263/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:1.2/0.66; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.53
Turnover
2.63%
Fitness
1.44
Returns
11.13%
Drawdown
6.51%
Margin
0.01‱"
1151,e7LNGm8d,unsubmitted,needs_recheck,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_rank(ts_delta(mdl177_2_growthanalystmodel_qga_epscapex, 126)/cap, sector)-0.5)*rank(ts_mean(volume, 126)/adv20)",near_pass_variant:primary,1.53,1.38,0.0628,0.1022,0.0674,True,True,PENDING,True,,LOW_SHARPE:PASS:1.53/1.25; LOW_FITNESS:PASS:1.38/1.0; LOW_TURNOVER:PASS:0.0628/0.01; HIGH_TURNOVER:PASS:0.0628/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.88/0.66; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.53 > 1.25; Fitness 1.38 > 1.0; Turnover 6.28% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,3wrbXDfVo4JKcGXFTOGllLA,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.53/1.25; LOW_FITNESS:PASS:1.38/1.0; LOW_TURNOVER:PASS:0.0628/0.01; HIGH_TURNOVER:PASS:0.0628/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.88/0.66; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.53
Turnover
6.28%
Fitness
1.38
Returns
10.22%
Drawdown
6.74%
Margin
0.00‱"
1152,mLZd1Mbp,unsubmitted,needs_recheck,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; UNITS:WARNING; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_rank(ts_delta(mdl177_2_growthanalystmodel_qga_epscapex, 126)/cap, sector)-0.5)*rank(ts_mean(volume, 126)/(1+adv20))",near_pass_variant:primary,1.53,1.38,0.0628,0.1022,0.0674,True,,PENDING,,,LOW_SHARPE:PASS:1.53/1.25; LOW_FITNESS:PASS:1.38/1.0; LOW_TURNOVER:PASS:0.0628/0.01; HIGH_TURNOVER:PASS:0.0628/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.89/0.66; UNITS:WARNING; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.53 > 1.25; Fitness 1.38 > 1.0; Turnover 6.28% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,1BKBqz99n50FbYz12RaBInX9,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; UNITS:WARNING; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.53/1.25; LOW_FITNESS:PASS:1.38/1.0; LOW_TURNOVER:PASS:0.0628/0.01; HIGH_TURNOVER:PASS:0.0628/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.89/0.66; UNITS:WARNING; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.53
Turnover
6.28%
Fitness
1.38
Returns
10.22%
Drawdown
6.74%
Margin
0.00‱"
1153,O0oWngNb,unsubmitted,,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_rank(ts_delta(fnd6_fopo,126)/cap,sector)-0.5)*rank(ts_mean(volume,63)/adv20)",,1.53,1.35,0.076,0.0966,0.0843,True,True,PENDING,True,,LOW_SHARPE:PASS:1.53/1.25; LOW_FITNESS:PASS:1.35/1.0; LOW_TURNOVER:PASS:0.076/0.01; HIGH_TURNOVER:PASS:0.076/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.73/0.66; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.53 > 1.25; Fitness 1.35 > 1.0; Turnover 7.60% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.53/1.25; LOW_FITNESS:PASS:1.35/1.0; LOW_TURNOVER:PASS:0.076/0.01; HIGH_TURNOVER:PASS:0.076/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.73/0.66; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.53
Turnover
7.60%
Fitness
1.35
Returns
9.66%
Drawdown
8.43%
Margin
0.00‱"
1154,lerE5mlO,unsubmitted,not_queued:hard_fail,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_rank(ts_delta(mdl177_2_growthanalystmodel_qga_epscapex, 63)/cap, sector)-0.5)*rank(ts_mean(volume, 126)/adv20)",near_pass_variant:primary,1.53,1.33,0.0787,0.094,0.0563,True,,PENDING,,,LOW_SHARPE:PASS:1.53/1.25; LOW_FITNESS:PASS:1.33/1.0; LOW_TURNOVER:PASS:0.0787/0.01; HIGH_TURNOVER:PASS:0.0787/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL:0.54/0.66; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.53 > 1.25; Fitness 1.33 > 1.0; Turnover 7.87% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=FAIL; SELF_CORRELATION=PENDING",LOW_SUB_UNIVERSE_SHARPE,2vMtkY6C25kgb3A15HQ7Csrv,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
Sub-universe Sharpe of 0.54 is below cutoff of 0.66.

Aggregate Data:
Sharpe
1.53
Turnover
7.87%
Fitness
1.33
Returns
9.40%
Drawdown
5.63%
Margin
0.00‱"
1155,9qa81kKo,unsubmitted,,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"group_rank((fnd6_txbco/cap), industry)-0.5",,1.53,1.31,0.039,0.0914,0.0779,True,,PENDING,,,LOW_SHARPE:PASS:1.53/1.25; LOW_FITNESS:PASS:1.31/1.0; LOW_TURNOVER:PASS:0.039/0.01; HIGH_TURNOVER:PASS:0.039/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL:0.53/0.66; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.53 > 1.25; Fitness 1.31 > 1.0; Turnover 3.90% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=FAIL; SELF_CORRELATION=PENDING",LOW_SUB_UNIVERSE_SHARPE,,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
Sub-universe Sharpe of 0.53 is below cutoff of 0.66.

Aggregate Data:
Sharpe
1.53
Turnover
3.90%
Fitness
1.31
Returns
9.14%
Drawdown
7.79%
Margin
0.00‱"
1156,j21PvA6j,unsubmitted,not_queued:hard_fail,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_rank(ts_delta(mdl177_2_growthanalystmodel_qga_epscapex, 63)/cap, industry)-0.5)*rank(ts_mean(volume, 126)/adv20)",near_pass_variant:primary,1.53,1.3,0.083,0.0907,0.0488,True,,PENDING,,,LOW_SHARPE:PASS:1.53/1.25; LOW_FITNESS:PASS:1.3/1.0; LOW_TURNOVER:PASS:0.083/0.01; HIGH_TURNOVER:PASS:0.083/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL:0.6/0.66; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.53 > 1.25; Fitness 1.30 > 1.0; Turnover 8.30% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=FAIL; SELF_CORRELATION=PENDING",LOW_SUB_UNIVERSE_SHARPE,xTLoZ8v04rE9HxsL4wC0ER,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
Sub-universe Sharpe of 0.60 is below cutoff of 0.66.

Aggregate Data:
Sharpe
1.53
Turnover
8.30%
Fitness
1.30
Returns
9.07%
Drawdown
4.88%
Margin
0.00‱"
1157,qMgY01KP,unsubmitted,not_queued:hard_fail,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL; UNITS:WARNING; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_rank(ts_delta(mdl177_2_growthanalystmodel_qga_epscapex, 63)/cap, industry)-0.5)*rank(ts_mean(volume, 126)/(1+adv20))",near_pass_variant:primary,1.53,1.3,0.0829,0.0908,0.0488,True,,PENDING,,,LOW_SHARPE:PASS:1.53/1.25; LOW_FITNESS:PASS:1.3/1.0; LOW_TURNOVER:PASS:0.0829/0.01; HIGH_TURNOVER:PASS:0.0829/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL:0.62/0.66; UNITS:WARNING; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.53 > 1.25; Fitness 1.30 > 1.0; Turnover 8.29% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=FAIL; SELF_CORRELATION=PENDING",LOW_SUB_UNIVERSE_SHARPE,TplcHe7o5dmb3jOLwWqoQx,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL; UNITS:WARNING; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
Sub-universe Sharpe of 0.62 is below cutoff of 0.66.

Aggregate Data:
Sharpe
1.53
Turnover
8.29%
Fitness
1.30
Returns
9.08%
Drawdown
4.88%
Margin
0.00‱"
1158,xAP1w6xn,unsubmitted,,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"group_rank(ts_delta(fnd6_acox, 21)/cap, subindustry)-0.5",,1.53,1.29,0.0734,0.0886,0.0599,True,True,PENDING,True,,LOW_SHARPE:PASS:1.53/1.25; LOW_FITNESS:PASS:1.29/1.0; LOW_TURNOVER:PASS:0.0734/0.01; HIGH_TURNOVER:PASS:0.0734/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.7/0.66; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.53 > 1.25; Fitness 1.29 > 1.0; Turnover 7.34% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.53/1.25; LOW_FITNESS:PASS:1.29/1.0; LOW_TURNOVER:PASS:0.0734/0.01; HIGH_TURNOVER:PASS:0.0734/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.7/0.66; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.53
Turnover
7.34%
Fitness
1.29
Returns
8.86%
Drawdown
5.99%
Margin
0.00‱"
1159,A1kq68Mg,unsubmitted,,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"group_neutralize(ts_mean(((group_rank(ts_delta(capex_to_total_assets, 252)/cap, market)-0.5)*0.80+(-rank(ts_delta(close, 2)))*0.20), 63), sector)",,1.53,1.28,0.0152,0.0873,0.0652,True,True,PENDING,True,,LOW_SHARPE:PASS:1.53/1.25; LOW_FITNESS:PASS:1.28/1.0; LOW_TURNOVER:PASS:0.0152/0.01; HIGH_TURNOVER:PASS:0.0152/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.88/0.66; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.53 > 1.25; Fitness 1.28 > 1.0; Turnover 1.52% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.53/1.25; LOW_FITNESS:PASS:1.28/1.0; LOW_TURNOVER:PASS:0.0152/0.01; HIGH_TURNOVER:PASS:0.0152/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.88/0.66; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.53
Turnover
1.52%
Fitness
1.28
Returns
8.73%
Drawdown
6.52%
Margin
0.01‱"
1160,LLkEEgP9,unsubmitted,needs_recheck,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_rank(ts_delta(mdl177_2_growthanalystmodel_qga_epscapex, 63)/cap, subindustry)-0.5)*rank(ts_mean(volume, 126)/adv20)",near_pass_variant:primary,1.53,1.26,0.0888,0.0846,0.044,True,True,PENDING,True,,LOW_SHARPE:PASS:1.53/1.25; LOW_FITNESS:PASS:1.26/1.0; LOW_TURNOVER:PASS:0.0888/0.01; HIGH_TURNOVER:PASS:0.0888/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.73/0.66; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.53 > 1.25; Fitness 1.26 > 1.0; Turnover 8.88% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,1YQUwxbUB4vB93tfncV7ama,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.53/1.25; LOW_FITNESS:PASS:1.26/1.0; LOW_TURNOVER:PASS:0.0888/0.01; HIGH_TURNOVER:PASS:0.0888/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.73/0.66; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.53
Turnover
8.88%
Fitness
1.26
Returns
8.46%
Drawdown
4.40%
Margin
0.00‱"
1161,np3e9Ozz,unsubmitted,needs_recheck,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; UNITS:WARNING; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"(group_rank(ts_delta(mdl177_2_growthanalystmodel_qga_epscapex, 63)/cap, subindustry)-0.5)*rank(ts_mean(volume, 126)/(1+adv20))",near_pass_variant:primary,1.53,1.26,0.0888,0.0847,0.044,True,,PENDING,,,LOW_SHARPE:PASS:1.53/1.25; LOW_FITNESS:PASS:1.26/1.0; LOW_TURNOVER:PASS:0.0888/0.01; HIGH_TURNOVER:PASS:0.0888/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.75/0.66; UNITS:WARNING; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.53 > 1.25; Fitness 1.26 > 1.0; Turnover 8.88% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=PASS; SELF_CORRELATION=PENDING",self_correlation_pending,IZPhP7694HAcmLcXp9AJ2X,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS; UNITS:WARNING; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
LOW_SHARPE:PASS:1.53/1.25; LOW_FITNESS:PASS:1.26/1.0; LOW_TURNOVER:PASS:0.0888/0.01; HIGH_TURNOVER:PASS:0.0888/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:PASS:0.75/0.66; UNITS:WARNING; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
UNSUBMITTED

Aggregate Data:
Sharpe
1.53
Turnover
8.88%
Fitness
1.26
Returns
8.47%
Drawdown
4.40%
Margin
0.00‱"
1162,GrneX7JQ,unsubmitted,not_queued:hard_fail,,LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"group_neutralize(ts_mean(((group_rank(ts_delta(capex_to_total_assets, 252)/cap, subindustry)-0.5)+(-rank(ts_delta(close, 2)))*0.25), 63), sector)",near_pass_variant:primary,1.53,1.23,0.0161,0.0812,0.0707,True,,PENDING,,,LOW_SHARPE:PASS:1.53/1.25; LOW_FITNESS:PASS:1.23/1.0; LOW_TURNOVER:PASS:0.0161/0.01; HIGH_TURNOVER:PASS:0.0161/0.7; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL:0.6/0.66; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS,"Sharpe 1.53 > 1.25; Fitness 1.23 > 1.0; Turnover 1.61% within [1%,70%); LOW_SHARPE=PASS; LOW_FITNESS=PASS; LOW_TURNOVER=PASS; HIGH_TURNOVER=PASS; CONCENTRATED_WEIGHT=PASS; LOW_SUB_UNIVERSE_SHARPE=FAIL; SELF_CORRELATION=PENDING",LOW_SUB_UNIVERSE_SHARPE,1KmY0vY84xqaSmLlMUmIPC,"check: LOW_SHARPE:PASS; LOW_FITNESS:PASS; LOW_TURNOVER:PASS; HIGH_TURNOVER:PASS; CONCENTRATED_WEIGHT:PASS; LOW_SUB_UNIVERSE_SHARPE:FAIL; SELF_CORRELATION:PENDING; MATCHES_COMPETITION:PASS
Sub-universe Sharpe of 0.60 is below cutoff of 0.66.

Aggregate Data:
Sharpe
1.53
Turnover
1.61%
Fitness
1.23
Returns
8.12%
Drawdown
7.07%
Margin
0.01‱"
